==14071== NVPROF is profiling process 14071, command: ./exe -mN 20 -MN 20 -mM 3 -MM 3 -a 1000 -i 1 -PCRq 0.3,2,1,2 -c -ml 0 -mu 0.1 -l -r 0.1 -f
==14071== Profiling application: ./exe -mN 20 -MN 20 -mM 3 -MM 3 -a 1000 -i 1 -PCRq 0.3,2,1,2 -c -ml 0 -mu 0.1 -l -r 0.1 -f
==14071== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput  SrcMemType  DstMemType           Device   Context    Stream  Name
493.30ms  724.06us           (1024 1 1)      (1024 1 1)        12  12.000KB        0B         -           -           -           -  NVIDIA GeForce          1         7  reduce_argmin(float*, float*, unsigned long*) [147]
493.30ms     308ns                    -               -         -         -         -         -           -           -           -                -         -         -  cudaGetLastError
493.30ms  728.68us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaDeviceSynchronize
494.03ms  13.209us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaMemcpy
494.04ms     704ns                    -               -         -         -         -        4B  5.4186MB/s      Device    Pageable  NVIDIA GeForce          1         7  [CUDA memcpy DtoH]
494.04ms  9.2680us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaMemcpy
494.05ms     800ns                    -               -         -         -         -        8B  9.5367MB/s      Device    Pageable  NVIDIA GeForce          1         7  [CUDA memcpy DtoH]
494.06ms  5.5010us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaMemcpy
494.06ms     288ns                    -               -         -         -         -      840B  2.7164GB/s    Pageable      Device  NVIDIA GeForce          1         7  [CUDA memcpy HtoD]
494.06ms  9.1000us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaLaunchKernel (brute_force_AL(float const *, unsigned char, float*) [153])
494.07ms  3.8067ms           (1024 1 1)      (1024 1 1)        24        0B        0B         -           -           -           -  NVIDIA GeForce          1         7  brute_force_AL(float const *, unsigned char, float*) [153]
494.07ms     325ns                    -               -         -         -         -         -           -           -           -                -         -         -  cudaGetLastError
494.07ms  3.8119ms                    -               -         -         -         -         -           -           -           -                -         -         -  cudaDeviceSynchronize
497.89ms  9.9090us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaLaunchKernel (reduce_argmin(float*, float*, unsigned long*) [156])
497.90ms     273ns                    -               -         -         -         -         -           -           -           -                -         -         -  cudaGetLastError
497.90ms  722.21us           (1024 1 1)      (1024 1 1)        12  12.000KB        0B         -           -           -           -  NVIDIA GeForce          1         7  reduce_argmin(float*, float*, unsigned long*) [156]
497.90ms  727.25us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaDeviceSynchronize
498.62ms  10.299us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaMemcpy
498.63ms     704ns                    -               -         -         -         -        4B  5.4186MB/s      Device    Pageable  NVIDIA GeForce          1         7  [CUDA memcpy DtoH]
498.63ms  7.7200us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaMemcpy
498.64ms     800ns                    -               -         -         -         -        8B  9.5367MB/s      Device    Pageable  NVIDIA GeForce          1         7  [CUDA memcpy DtoH]
498.64ms  4.3290us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaMemcpy
498.65ms  5.9050us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaLaunchKernel (brute_force_AL(float const *, unsigned char, float*) [162])
498.65ms     288ns                    -               -         -         -         -      840B  2.7164GB/s    Pageable      Device  NVIDIA GeForce          1         7  [CUDA memcpy HtoD]
498.65ms     254ns                    -               -         -         -         -         -           -           -           -                -         -         -  cudaGetLastError
498.66ms  3.7833ms           (1024 1 1)      (1024 1 1)        24        0B        0B         -           -           -           -  NVIDIA GeForce          1         7  brute_force_AL(float const *, unsigned char, float*) [162]
498.66ms  3.7889ms                    -               -         -         -         -         -           -           -           -                -         -         -  cudaDeviceSynchronize
502.44ms  5.4960us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaLaunchKernel (reduce_argmin(float*, float*, unsigned long*) [165])
