==15735== NVPROF is profiling process 15735, command: ./exe -mN 20 -MN 20 -mM 3 -MM 3 -a 1000 -i 1 -PCRq 0.3,2,1,2 -c -ml 0 -mu 0.1 -l -r 0.1 -f
==15735== Profiling application: ./exe -mN 20 -MN 20 -mM 3 -MM 3 -a 1000 -i 1 -PCRq 0.3,2,1,2 -c -ml 0 -mu 0.1 -l -r 0.1 -f
==15735== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput  SrcMemType  DstMemType           Device   Context    Stream  Name
500.92ms     288ns                    -               -         -         -         -      840B  2.7164GB/s    Pageable      Device  NVIDIA GeForce          1         7  [CUDA memcpy HtoD]
500.93ms     224ns                    -               -         -         -         -        3B  12.772MB/s    Pageable      Device  NVIDIA GeForce          1         7  [CUDA memcpy HtoD]
500.93ms  67.355us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaLaunchKernel (brute_force(unsigned char, unsigned char, bool, float*, unsigned long*) [134])
501.00ms  4.1598ms              (4 1 1)      (1024 1 1)        32        0B  3.0000KB         -           -           -           -  NVIDIA GeForce          1         7  brute_force(unsigned char, unsigned char, bool, float*, unsigned long*) [134]
501.00ms     703ns                    -               -         -         -         -         -           -           -           -                -         -         -  cudaGetLastError
501.00ms  4.1643ms                    -               -         -         -         -         -           -           -           -                -         -         -  cudaDeviceSynchronize
505.17ms  42.570us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaLaunchKernel (reduce_argmin(float*, unsigned long*, float*, unsigned long*) [137])
505.21ms  6.3680us              (4 1 1)      (1024 1 1)        12  12.000KB        0B         -           -           -           -  NVIDIA GeForce          1         7  reduce_argmin(float*, unsigned long*, float*, unsigned long*) [137]
505.22ms     729ns                    -               -         -         -         -         -           -           -           -                -         -         -  cudaGetLastError
505.22ms  8.6310us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaDeviceSynchronize
505.23ms  40.318us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaMemcpy
505.26ms     960ns                    -               -         -         -         -        4B  3.9736MB/s      Device    Pageable  NVIDIA GeForce          1         7  [CUDA memcpy DtoH]
505.27ms  28.626us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaMemcpy
505.29ms  1.0240us                    -               -         -         -         -        8B  7.4506MB/s      Device    Pageable  NVIDIA GeForce          1         7  [CUDA memcpy DtoH]
505.32ms  17.405us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaMemcpyToSymbol
505.33ms     288ns                    -               -         -         -         -      840B  2.7164GB/s    Pageable      Device  NVIDIA GeForce          1         7  [CUDA memcpy HtoD]
505.34ms  31.946us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaLaunchKernel (brute_force_AL(unsigned char, float*, unsigned long*) [143])
505.36ms  2.7483ms              (4 1 1)      (1024 1 1)        24        0B        0B         -           -           -           -  NVIDIA GeForce          1         7  brute_force_AL(unsigned char, float*, unsigned long*) [143]
505.37ms     824ns                    -               -         -         -         -         -           -           -           -                -         -         -  cudaGetLastError
505.37ms  2.7525ms                    -               -         -         -         -         -           -           -           -                -         -         -  cudaDeviceSynchronize
508.13ms  20.413us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaLaunchKernel (reduce_argmin(float*, unsigned long*, float*, unsigned long*) [146])
508.14ms  5.7280us              (4 1 1)      (1024 1 1)        12  12.000KB        0B         -           -           -           -  NVIDIA GeForce          1         7  reduce_argmin(float*, unsigned long*, float*, unsigned long*) [146]
508.15ms     580ns                    -               -         -         -         -         -           -           -           -                -         -         -  cudaGetLastError
508.15ms  5.5320us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaDeviceSynchronize
508.15ms  21.183us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaMemcpy
508.17ms     704ns                    -               -         -         -         -        4B  5.4186MB/s      Device    Pageable  NVIDIA GeForce          1         7  [CUDA memcpy DtoH]
508.18ms  12.711us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaMemcpy
508.18ms     704ns                    -               -         -         -         -        8B  10.837MB/s      Device    Pageable  NVIDIA GeForce          1         7  [CUDA memcpy DtoH]
508.19ms  13.198us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaMemcpyToSymbol
508.21ms     288ns                    -               -         -         -         -      840B  2.7164GB/s    Pageable      Device  NVIDIA GeForce          1         7  [CUDA memcpy HtoD]
508.21ms  12.658us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaLaunchKernel (brute_force_AL(unsigned char, float*, unsigned long*) [152])
508.22ms  2.7470ms              (4 1 1)      (1024 1 1)        24        0B        0B         -           -           -           -  NVIDIA GeForce          1         7  brute_force_AL(unsigned char, float*, unsigned long*) [152]
508.22ms     435ns                    -               -         -         -         -         -           -           -           -                -         -         -  cudaGetLastError
508.22ms  2.7517ms                    -               -         -         -         -         -           -           -           -                -         -         -  cudaDeviceSynchronize
510.97ms  10.859us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaLaunchKernel (reduce_argmin(float*, unsigned long*, float*, unsigned long*) [155])
510.98ms  5.7600us              (4 1 1)      (1024 1 1)        12  12.000KB        0B         -           -           -           -  NVIDIA GeForce          1         7  reduce_argmin(float*, unsigned long*, float*, unsigned long*) [155]
