==14415== NVPROF is profiling process 14415, command: ./exe -mN 20 -MN 20 -mM 3 -MM 3 -a 1000 -i 1 -PCRq 0.3,2,1,2 -c -ml 0 -mu 0.1 -l -r 0.1 -f
==14415== Profiling application: ./exe -mN 20 -MN 20 -mM 3 -MM 3 -a 1000 -i 1 -PCRq 0.3,2,1,2 -c -ml 0 -mu 0.1 -l -r 0.1 -f
==14415== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput  SrcMemType  DstMemType           Device   Context    Stream  Name
525.56ms  17.342us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaLaunchKernel (brute_force_AL(float const *, unsigned char, float*) [153])
525.57ms  2.5356ms           (1024 1 1)      (1024 1 1)        18        0B      840B         -           -           -           -  NVIDIA GeForce          1         7  brute_force_AL(float const *, unsigned char, float*) [153]
525.58ms     309ns                    -               -         -         -         -         -           -           -           -                -         -         -  cudaGetLastError
525.58ms  2.5476ms                    -               -         -         -         -         -           -           -           -                -         -         -  cudaDeviceSynchronize
528.13ms  41.676us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaLaunchKernel (reduce_argmin(float*, float*, unsigned long*) [156])
528.17ms  724.67us           (1024 1 1)      (1024 1 1)        12  12.000KB        0B         -           -           -           -  NVIDIA GeForce          1         7  reduce_argmin(float*, float*, unsigned long*) [156]
528.17ms  1.1660us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaGetLastError
528.17ms  726.93us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaDeviceSynchronize
528.90ms  34.437us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaMemcpy
528.93ms     960ns                    -               -         -         -         -        4B  3.9736MB/s      Device    Pageable  NVIDIA GeForce          1         7  [CUDA memcpy DtoH]
528.94ms  11.506us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaMemcpy
528.94ms     800ns                    -               -         -         -         -        8B  9.5367MB/s      Device    Pageable  NVIDIA GeForce          1         7  [CUDA memcpy DtoH]
528.95ms  8.5760us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaMemcpy
528.96ms     288ns                    -               -         -         -         -      840B  2.7164GB/s    Pageable      Device  NVIDIA GeForce          1         7  [CUDA memcpy HtoD]
528.96ms  17.928us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaLaunchKernel (brute_force_AL(float const *, unsigned char, float*) [162])
528.98ms  2.5380ms           (1024 1 1)      (1024 1 1)        18        0B      840B         -           -           -           -  NVIDIA GeForce          1         7  brute_force_AL(float const *, unsigned char, float*) [162]
528.98ms     383ns                    -               -         -         -         -         -           -           -           -                -         -         -  cudaGetLastError
528.98ms  2.5436ms                    -               -         -         -         -         -           -           -           -                -         -         -  cudaDeviceSynchronize
531.53ms  12.003us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaLaunchKernel (reduce_argmin(float*, float*, unsigned long*) [165])
531.54ms  725.86us           (1024 1 1)      (1024 1 1)        12  12.000KB        0B         -           -           -           -  NVIDIA GeForce          1         7  reduce_argmin(float*, float*, unsigned long*) [165]
531.54ms     355ns                    -               -         -         -         -         -           -           -           -                -         -         -  cudaGetLastError
531.54ms  730.47us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaDeviceSynchronize
532.27ms  14.860us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaMemcpy
532.28ms     672ns                    -               -         -         -         -        4B  5.6766MB/s      Device    Pageable  NVIDIA GeForce          1         7  [CUDA memcpy DtoH]
532.29ms  9.9050us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaMemcpy
532.29ms     800ns                    -               -         -         -         -        8B  9.5367MB/s      Device    Pageable  NVIDIA GeForce          1         7  [CUDA memcpy DtoH]
532.30ms  6.8700us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaMemcpy
532.31ms     288ns                    -               -         -         -         -      840B  2.7164GB/s    Pageable      Device  NVIDIA GeForce          1         7  [CUDA memcpy HtoD]
532.31ms  9.4480us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaLaunchKernel (brute_force_AL(float const *, unsigned char, float*) [171])
532.32ms  2.5395ms           (1024 1 1)      (1024 1 1)        18        0B      840B         -           -           -           -  NVIDIA GeForce          1         7  brute_force_AL(float const *, unsigned char, float*) [171]
532.32ms     284ns                    -               -         -         -         -         -           -           -           -                -         -         -  cudaGetLastError
532.32ms  2.5447ms                    -               -         -         -         -         -           -           -           -                -         -         -  cudaDeviceSynchronize
