==16103== NVPROF is profiling process 16103, command: ./exe -mN 20 -MN 20 -mM 3 -MM 3 -a 1000 -i 1 -PCRq 0.3,2,1,2 -c -ml 0 -mu 0.1 -l -r 0.1 -f
==16103== Profiling application: ./exe -mN 20 -MN 20 -mM 3 -MM 3 -a 1000 -i 1 -PCRq 0.3,2,1,2 -c -ml 0 -mu 0.1 -l -r 0.1 -f
==16103== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput  SrcMemType  DstMemType           Device   Context    Stream  Name
219.26ms     429ns                    -               -         -         -         -         -           -           -           -                -         -         -  cuDeviceGetAttribute
219.26ms     546ns                    -               -         -         -         -         -           -           -           -                -         -         -  cuDeviceGetAttribute
219.26ms     408ns                    -               -         -         -         -         -           -           -           -                -         -         -  cuDeviceGetAttribute
219.26ms     442ns                    -               -         -         -         -         -           -           -           -                -         -         -  cuDeviceGetAttribute
219.26ms     433ns                    -               -         -         -         -         -           -           -           -                -         -         -  cuDeviceGetAttribute
219.26ms     479ns                    -               -         -         -         -         -           -           -           -                -         -         -  cuDeviceGetAttribute
219.43ms  354.39us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaGetDeviceProperties
220.32ms  298.13ms                    -               -         -         -         -         -           -           -           -                -         -         -  cudaMalloc
518.45ms  126.01us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaMalloc
518.58ms  81.033us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaMalloc
518.66ms  5.8740us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaMalloc
518.67ms  3.7300us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaMalloc
518.74ms  192.60us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaMemcpyToSymbol
518.93ms     192ns                    -               -         -         -         -       60B  298.02MB/s    Pageable      Device  NVIDIA GeForce          1         7  [CUDA memcpy HtoD]
518.94ms  7.2920us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaMemcpyToSymbol
518.94ms  5.1060us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaMemcpyToSymbol
518.94ms     288ns                    -               -         -         -         -      840B  2.7164GB/s    Pageable      Device  NVIDIA GeForce          1         7  [CUDA memcpy HtoD]
518.95ms     192ns                    -               -         -         -         -        3B  14.901MB/s    Pageable      Device  NVIDIA GeForce          1         7  [CUDA memcpy HtoD]
518.95ms  36.027us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaLaunchKernel (brute_force_coarsening(unsigned char, unsigned char, unsigned int, bool, float*, unsigned long*) [134])
518.99ms  3.3730ms          (32768 1 1)        (32 1 1)        32        0B       96B         -           -           -           -  NVIDIA GeForce          1         7  brute_force_coarsening(unsigned char, unsigned char, unsigned int, bool, float*, unsigned long*) [134]
518.99ms     514ns                    -               -         -         -         -         -           -           -           -                -         -         -  cudaGetLastError
